respondent_id,h1n1_vaccine,seasonal_vaccine,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,behavioral_outside_home,chronic_med_condition,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,sex,income_poverty,employment_status,census_msa
278,1,1,2,1,1,0,0,0,4,4,4,5,4,4,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
281,0,0,2,1,1,0,0,0,4,2,2,4,4,4,45 - 54 Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
284,1,1,3,2,1,0,0,0,2,4,5,4,4,4,35 - 44 Years,College Graduate,Male,,Employed,Non-MSA
285,0,1,1,1,0,0,0,0,2,1,2,2,2,2,35 - 44 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
287,0,0,3,2,0,0,0,0,2,2,1,2,2,2,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
288,0,1,2,2,1,0,0,0,4,4,4,4,4,4,55 - 64 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
290,0,0,1,2,1,0,0,0,5,1,1,5,4,1,18 - 34 Years,College Graduate,Male,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
292,0,1,2,2,1,0,0,1,5,1,4,4,2,2,35 - 44 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
293,0,0,1,1,1,0,0,1,3,2,2,3,2,2,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
294,1,1,2,1,1,0,0,1,5,1,1,5,1,2,35 - 44 Years,< 12 Years,Female,Below Poverty,Employed,"MSA, Not Principle  City"
296,0,0,1,2,0,0,0,0,3,1,1,3,1,1,18 - 34 Years,12 Years,Male,"> $75,000",Employed,Non-MSA
297,1,1,1,1,1,0,0,1,5,2,2,4,4,4,55 - 64 Years,12 Years,Female,"> $75,000",Employed,Non-MSA
298,0,0,1,2,1,0,0,1,5,2,2,2,4,1,45 - 54 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
301,0,0,1,1,1,0,0,0,4,2,2,2,2,2,18 - 34 Years,College Graduate,Male,"<= $75,000, Above Poverty",Unemployed,"MSA, Not Principle  City"
302,0,0,3,1,0,0,0,0,4,2,4,4,2,4,55 - 64 Years,< 12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
305,0,0,1,2,1,0,1,0,3,1,1,2,1,1,55 - 64 Years,< 12 Years,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
307,1,1,0,2,1,0,0,0,5,2,1,4,4,1,18 - 34 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
308,1,1,2,2,1,0,0,1,4,2,2,4,4,2,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
309,0,0,2,1,1,0,0,0,4,2,2,5,1,1,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
310,0,0,2,1,0,0,0,0,5,1,1,5,1,1,55 - 64 Years,College Graduate,Male,,Employed,"MSA, Principle City"
311,0,1,1,1,0,0,0,0,4,2,1,4,4,1,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,Non-MSA
312,0,0,1,1,0,0,0,0,4,2,2,4,2,4,55 - 64 Years,College Graduate,Female,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
314,0,1,2,1,1,0,0,1,5,2,1,5,5,2,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
315,0,0,0,2,1,0,0,0,4,1,1,4,1,1,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
316,0,0,2,1,1,0,1,0,3,3,2,3,5,3,18 - 34 Years,Some College,Female,,Not in Labor Force,"MSA, Principle City"
317,0,0,2,1,0,0,0,0,3,2,2,4,4,2,18 - 34 Years,< 12 Years,Male,,Employed,"MSA, Not Principle  City"
318,1,1,0,1,1,0,0,0,4,2,1,2,1,1,45 - 54 Years,12 Years,Male,"> $75,000",Employed,Non-MSA
319,1,1,1,1,1,0,0,1,5,2,2,4,2,2,45 - 54 Years,College Graduate,Male,"<= $75,000, Above Poverty",Unemployed,"MSA, Not Principle  City"
320,0,0,0,1,0,0,0,0,5,1,1,4,1,1,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
321,0,0,1,1,1,0,0,0,3,1,1,1,2,1,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
322,1,1,2,2,1,0,0,0,4,4,2,5,5,2,45 - 54 Years,12 Years,Female,"> $75,000",Employed,"MSA, Not Principle  City"
323,1,1,1,2,1,0,0,0,5,1,1,5,2,1,55 - 64 Years,12 Years,Female,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
324,0,1,2,1,0,0,0,0,4,4,2,5,4,1,35 - 44 Years,< 12 Years,Female,"> $75,000",Employed,Non-MSA
325,1,1,1,1,0,0,0,0,5,1,1,3,2,1,35 - 44 Years,College Graduate,Female,"> $75,000",Not in Labor Force,"MSA, Principle City"
326,0,0,0,2,0,0,0,0,5,1,1,4,1,1,35 - 44 Years,12 Years,Female,"> $75,000",Employed,"MSA, Principle City"
328,0,0,1,1,0,0,0,,3,3,1,3,,,55 - 64 Years,,Male,,,"MSA, Not Principle  City"
329,1,1,2,2,1,0,0,0,4,5,4,4,5,4,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
330,0,0,2,2,1,0,0,0,4,2,2,5,2,2,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
334,0,0,2,1,1,0,0,1,5,2,1,4,2,1,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
335,0,1,2,2,1,0,0,0,4,2,4,4,4,4,65+ Years,Some College,Female,"> $75,000",Not in Labor Force,Non-MSA
336,0,0,0,1,1,0,0,0,4,1,1,4,1,1,18 - 34 Years,12 Years,Female,Below Poverty,Unemployed,"MSA, Not Principle  City"
337,0,0,2,1,1,0,0,0,4,4,4,4,2,2,65+ Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
338,0,0,3,0,0,0,1,0,3,1,5,3,1,4,65+ Years,Some College,Female,Below Poverty,Not in Labor Force,Non-MSA
339,1,1,1,2,0,0,0,0,4,4,2,4,4,1,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
341,0,0,2,1,0,0,0,0,2,1,1,4,2,1,18 - 34 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
343,0,0,1,1,1,0,0,0,4,1,4,4,1,4,18 - 34 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
345,0,1,2,2,1,0,0,0,4,1,1,5,2,1,55 - 64 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Principle City"
348,1,1,1,2,1,0,0,0,3,1,4,4,4,4,55 - 64 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
349,0,0,2,1,1,0,0,0,4,2,4,4,2,2,18 - 34 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
352,0,0,2,2,1,0,0,0,3,2,2,4,2,2,45 - 54 Years,12 Years,Male,"> $75,000",Employed,"MSA, Not Principle  City"
354,1,1,2,2,1,0,0,0,4,4,4,5,4,4,45 - 54 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
355,0,0,1,1,0,0,0,0,4,2,1,4,2,2,35 - 44 Years,Some College,Female,"<= $75,000, Above Poverty",Unemployed,Non-MSA
358,0,0,1,2,0,0,0,0,2,4,2,4,4,2,35 - 44 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
359,1,1,3,1,0,0,0,1,5,5,5,5,5,1,45 - 54 Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
361,0,1,2,2,1,0,1,0,4,4,4,5,5,1,65+ Years,12 Years,Female,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
362,0,1,1,2,1,0,0,0,4,2,2,4,2,1,18 - 34 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
364,1,1,0,2,0,0,0,1,4,1,1,4,1,1,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
366,0,0,2,1,1,0,1,1,5,1,2,4,1,5,18 - 34 Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
367,0,0,1,2,1,0,0,0,4,1,4,4,2,1,55 - 64 Years,College Graduate,Female,"> $75,000",Employed,Non-MSA
368,0,1,2,1,1,0,0,0,3,2,1,4,1,1,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
369,0,0,0,1,0,0,0,0,4,2,1,4,2,1,18 - 34 Years,12 Years,Male,Below Poverty,Unemployed,"MSA, Not Principle  City"
370,0,0,0,1,0,0,0,0,3,1,1,4,1,1,45 - 54 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
375,1,1,1,1,0,0,0,0,4,2,4,4,2,2,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
377,0,0,3,0,1,0,1,0,3,5,5,5,4,5,35 - 44 Years,Some College,Female,"<= $75,000, Above Poverty",Unemployed,"MSA, Not Principle  City"
379,1,1,2,2,0,0,0,,3,3,4,4,3,2,45 - 54 Years,,Female,,,"MSA, Not Principle  City"
380,0,0,3,1,0,0,0,1,2,1,4,1,4,5,45 - 54 Years,Some College,Female,Below Poverty,Not in Labor Force,"MSA, Principle City"
382,1,1,0,1,1,0,0,0,4,1,2,5,5,2,65+ Years,College Graduate,Male,"> $75,000",Employed,Non-MSA
384,0,1,1,2,1,0,0,0,4,2,2,4,4,1,45 - 54 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
386,0,0,2,1,1,0,0,0,3,3,4,4,3,4,55 - 64 Years,12 Years,Female,"> $75,000",Employed,Non-MSA
388,1,1,1,2,1,0,0,1,4,5,5,5,5,1,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
391,0,0,1,1,0,0,0,0,4,1,1,4,1,1,45 - 54 Years,12 Years,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
393,0,1,1,1,1,0,0,0,5,2,1,2,4,1,55 - 64 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Principle City"
395,0,1,1,2,1,0,0,0,4,1,2,5,1,1,65+ Years,< 12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
396,0,0,2,0,1,0,0,0,3,1,2,3,1,2,35 - 44 Years,College Graduate,Male,,Employed,Non-MSA
397,1,1,2,1,1,0,0,0,5,1,4,5,2,1,55 - 64 Years,Some College,Female,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
398,0,0,1,1,1,0,0,0,5,4,2,4,4,2,18 - 34 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
399,1,1,2,1,1,0,0,0,4,4,4,4,4,4,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
400,0,0,1,1,0,0,0,1,4,1,1,1,1,1,45 - 54 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
404,1,1,1,1,1,0,0,0,5,2,2,4,4,4,65+ Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
405,0,0,0,,0,0,0,1,1,1,1,4,1,1,55 - 64 Years,Some College,Male,"<= $75,000, Above Poverty",Unemployed,Non-MSA
407,0,0,1,1,1,0,0,1,4,1,2,4,2,2,45 - 54 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
408,0,1,1,0,1,0,0,0,3,2,2,1,2,2,65+ Years,< 12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
410,0,1,1,2,0,0,0,,,,,,,,18 - 34 Years,,Male,,,Non-MSA
412,0,0,1,1,0,0,0,0,4,4,2,4,4,2,45 - 54 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
414,1,1,2,2,0,0,0,0,5,5,2,5,5,2,35 - 44 Years,< 12 Years,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
415,0,1,2,1,0,0,0,0,5,1,1,5,4,1,35 - 44 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
421,0,0,1,1,1,0,1,0,5,1,1,4,2,1,55 - 64 Years,Some College,Male,,Not in Labor Force,"MSA, Not Principle  City"
422,0,1,1,1,0,0,0,1,3,1,1,5,4,1,65+ Years,Some College,Female,Below Poverty,Not in Labor Force,"MSA, Principle City"
423,1,0,1,1,1,0,0,1,5,1,2,4,5,1,18 - 34 Years,Some College,Female,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
424,0,0,2,1,0,0,1,1,2,1,1,4,1,1,45 - 54 Years,Some College,Male,"> $75,000",Employed,"MSA, Not Principle  City"
434,0,1,0,1,0,0,0,1,3,1,1,4,4,1,65+ Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
435,0,0,1,1,1,0,0,0,4,1,1,4,1,4,55 - 64 Years,12 Years,Female,"> $75,000",Employed,"MSA, Principle City"
437,0,1,1,1,1,0,0,0,5,1,1,5,2,2,35 - 44 Years,College Graduate,Female,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
439,0,0,3,1,1,0,1,1,5,5,4,5,2,1,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
440,0,0,3,1,0,0,0,0,4,4,4,5,4,4,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
441,0,1,1,1,0,0,0,0,5,1,1,5,2,1,65+ Years,College Graduate,Female,,Not in Labor Force,"MSA, Not Principle  City"
443,0,0,1,1,0,0,0,0,1,1,1,1,1,5,65+ Years,Some College,Female,Below Poverty,Employed,"MSA, Not Principle  City"
444,0,0,0,2,1,0,0,0,1,1,1,1,1,1,18 - 34 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
446,0,1,3,1,0,0,0,0,4,1,4,4,2,1,45 - 54 Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
447,0,0,2,2,1,0,0,0,4,1,2,2,1,2,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
448,1,0,2,1,0,0,0,0,5,1,1,5,4,1,65+ Years,< 12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
450,0,0,3,2,1,0,0,0,5,2,2,4,2,2,45 - 54 Years,12 Years,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
451,0,0,0,1,0,0,0,0,4,1,1,2,1,1,65+ Years,Some College,Female,,Not in Labor Force,"MSA, Not Principle  City"
452,0,0,1,1,0,0,0,0,4,2,2,2,2,2,35 - 44 Years,12 Years,Female,,,"MSA, Not Principle  City"
453,0,0,2,1,0,0,0,1,4,2,1,4,2,2,35 - 44 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
455,0,0,2,1,1,0,0,0,4,4,4,2,5,4,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
456,0,0,2,2,0,0,0,0,5,4,4,4,4,4,45 - 54 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
459,0,1,3,1,0,0,0,0,3,1,1,4,3,2,65+ Years,College Graduate,Male,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
460,1,1,1,2,0,0,0,0,5,2,2,4,2,1,55 - 64 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
461,0,1,1,1,0,0,0,1,4,2,2,5,4,1,45 - 54 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
462,0,0,1,2,1,0,0,0,4,1,2,4,2,1,18 - 34 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
463,0,1,2,1,1,0,1,1,5,5,4,5,4,4,55 - 64 Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
464,0,1,1,1,1,0,0,0,3,2,2,4,2,2,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
467,0,0,2,1,0,0,0,0,3,1,2,3,1,2,45 - 54 Years,Some College,Male,"> $75,000",Employed,Non-MSA
468,0,0,1,2,0,0,0,0,4,1,1,4,1,1,55 - 64 Years,College Graduate,Male,,Not in Labor Force,"MSA, Not Principle  City"
470,0,0,2,1,0,0,0,0,4,1,4,4,1,2,55 - 64 Years,Some College,Male,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
471,0,1,1,1,0,0,0,0,3,3,1,5,1,1,65+ Years,12 Years,Female,,,"MSA, Not Principle  City"
472,1,1,0,1,0,0,0,0,4,4,1,4,2,2,18 - 34 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
473,0,1,1,1,1,0,0,0,4,2,1,4,4,1,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
474,0,1,2,1,1,0,1,0,4,4,2,4,4,2,55 - 64 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
476,1,1,3,1,0,0,0,0,4,2,4,4,2,4,65+ Years,Some College,Male,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
477,0,1,1,1,0,0,0,0,2,2,1,4,1,1,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
478,0,0,1,2,1,0,1,1,4,1,1,4,1,4,45 - 54 Years,Some College,Female,Below Poverty,Employed,"MSA, Not Principle  City"
479,0,0,1,2,0,0,0,0,2,2,5,2,1,4,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
480,0,0,2,1,1,0,1,1,5,1,2,4,1,2,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
481,1,1,2,1,1,0,0,0,5,4,1,5,4,1,35 - 44 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
483,0,0,0,0,0,0,0,0,3,1,1,3,1,1,18 - 34 Years,Some College,Male,"> $75,000",Employed,Non-MSA
484,0,0,2,1,0,0,0,0,4,2,4,4,2,2,35 - 44 Years,College Graduate,Female,"> $75,000",Not in Labor Force,"MSA, Principle City"
485,0,0,3,1,1,0,1,0,5,1,4,5,2,1,18 - 34 Years,College Graduate,Male,"> $75,000",Unemployed,"MSA, Principle City"
486,0,0,1,2,0,0,0,0,,1,2,,2,1,55 - 64 Years,Some College,Female,,Not in Labor Force,"MSA, Not Principle  City"
487,0,0,2,1,1,0,0,0,4,2,2,4,2,4,35 - 44 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
489,0,0,2,1,1,0,0,1,4,2,1,4,2,2,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
490,0,0,1,1,0,0,0,0,4,1,1,4,4,2,35 - 44 Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
491,0,0,0,1,1,0,0,0,4,1,2,5,2,1,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
492,0,0,2,1,0,0,0,0,4,2,2,4,2,2,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,Non-MSA
493,0,1,0,0,0,0,1,0,3,3,1,1,1,1,55 - 64 Years,< 12 Years,Female,,Not in Labor Force,"MSA, Principle City"
495,0,0,1,1,0,0,0,0,2,2,2,4,2,2,18 - 34 Years,12 Years,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
496,0,0,0,1,0,0,0,0,4,1,1,4,2,1,65+ Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
497,0,0,1,1,1,0,0,1,4,2,1,4,1,1,65+ Years,Some College,Male,,Not in Labor Force,Non-MSA
502,1,0,1,1,1,0,0,0,5,4,2,5,4,2,45 - 54 Years,Some College,Female,,Employed,Non-MSA
503,0,1,1,1,1,0,0,0,2,1,2,4,4,2,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
504,1,1,2,2,0,0,1,1,5,1,1,5,5,1,55 - 64 Years,Some College,Male,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
505,0,1,2,2,1,0,0,0,4,2,2,4,2,2,65+ Years,College Graduate,Female,,Employed,"MSA, Principle City"
506,0,1,1,1,1,0,0,0,5,2,1,5,2,1,35 - 44 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Principle City"
507,0,1,2,2,1,0,0,,5,2,1,5,2,1,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
508,0,1,0,1,1,0,0,0,4,2,1,4,2,1,45 - 54 Years,College Graduate,Female,"> $75,000",Not in Labor Force,"MSA, Principle City"
510,1,1,3,1,1,0,0,1,5,5,1,5,5,1,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Unemployed,"MSA, Not Principle  City"
511,0,1,2,1,1,0,0,0,4,2,4,4,4,1,45 - 54 Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
512,0,0,0,2,0,0,0,0,4,1,1,4,2,4,55 - 64 Years,College Graduate,Female,"> $75,000",Not in Labor Force,Non-MSA
513,0,1,1,1,0,0,0,1,4,2,1,5,4,1,65+ Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
516,1,1,3,2,1,0,0,0,5,4,5,5,4,4,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
518,0,1,2,2,1,0,0,0,5,2,1,5,2,1,65+ Years,College Graduate,Female,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
520,0,0,1,1,1,0,0,0,4,2,2,4,2,2,18 - 34 Years,Some College,Male,"> $75,000",Employed,"MSA, Not Principle  City"
522,0,0,2,1,0,0,0,0,4,2,4,4,5,4,18 - 34 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
524,0,0,1,1,1,0,0,1,1,1,2,4,5,1,35 - 44 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
526,0,0,0,2,0,0,0,1,2,1,1,4,1,1,45 - 54 Years,Some College,Male,"> $75,000",Employed,Non-MSA
527,0,0,1,1,1,0,0,0,4,2,5,5,1,2,18 - 34 Years,Some College,Female,Below Poverty,Not in Labor Force,"MSA, Principle City"
529,0,1,2,2,1,0,0,1,4,2,2,4,2,1,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
530,0,0,0,0,0,0,0,0,3,1,1,2,1,1,65+ Years,12 Years,Male,Below Poverty,Not in Labor Force,Non-MSA
531,0,0,2,0,0,0,1,1,4,4,1,4,4,1,65+ Years,12 Years,Male,,Not in Labor Force,Non-MSA
532,0,1,1,2,1,0,0,0,5,1,1,4,4,1,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
533,0,0,0,1,0,0,0,0,3,2,2,4,1,1,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
535,0,0,0,1,0,0,0,1,4,1,1,5,1,5,55 - 64 Years,12 Years,Female,"> $75,000",Employed,Non-MSA
538,1,1,1,1,1,0,1,1,5,2,1,5,2,1,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
539,0,1,3,1,0,0,0,1,4,2,2,5,2,1,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
540,1,1,2,1,1,0,0,0,4,4,2,5,4,2,18 - 34 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Principle City"
541,1,1,1,2,1,0,1,1,3,4,1,4,4,4,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
542,0,0,0,2,1,0,0,0,3,1,1,4,1,1,55 - 64 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Principle City"
543,0,0,1,2,1,0,0,0,4,2,2,4,2,5,45 - 54 Years,12 Years,Female,"> $75,000",Employed,"MSA, Not Principle  City"
545,0,0,1,0,,0,0,0,1,1,1,1,1,1,65+ Years,Some College,Male,,Not in Labor Force,"MSA, Not Principle  City"
546,0,1,0,2,0,0,1,1,2,1,1,4,2,1,65+ Years,College Graduate,Male,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
547,0,0,2,2,1,0,0,0,5,2,2,4,1,1,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Principle City"
549,0,1,2,1,1,0,1,0,4,2,2,5,5,1,65+ Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
550,0,0,2,2,1,0,1,0,5,2,2,4,2,1,45 - 54 Years,College Graduate,Female,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
552,0,0,1,1,1,0,0,0,4,2,5,4,2,4,35 - 44 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
553,0,0,1,2,1,0,0,0,4,1,1,2,1,1,18 - 34 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
554,0,0,2,1,0,0,0,1,4,4,4,4,4,4,35 - 44 Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
557,0,0,1,1,1,0,0,0,2,1,4,4,1,2,55 - 64 Years,Some College,Male,,Employed,"MSA, Not Principle  City"
558,1,1,0,1,0,0,0,1,5,3,2,5,3,2,65+ Years,College Graduate,Male,,Not in Labor Force,Non-MSA
559,0,0,1,2,0,0,0,0,5,5,2,4,4,2,18 - 34 Years,Some College,Male,"> $75,000",Not in Labor Force,Non-MSA
560,0,0,2,0,0,0,0,0,2,2,1,4,4,2,18 - 34 Years,,Male,,,"MSA, Not Principle  City"
561,0,0,2,1,1,0,0,1,4,1,1,4,1,1,18 - 34 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
562,0,0,3,2,0,0,0,,,,,,,,35 - 44 Years,,Male,,,Non-MSA
563,0,0,0,1,0,0,0,0,2,1,1,4,1,1,45 - 54 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
565,0,0,2,1,1,0,0,0,5,4,1,5,4,1,35 - 44 Years,,Female,,,"MSA, Principle City"
566,0,0,0,1,1,0,0,0,3,2,1,4,2,1,35 - 44 Years,12 Years,Male,"> $75,000",Employed,"MSA, Not Principle  City"
567,0,0,0,1,0,0,0,0,3,1,2,4,1,1,35 - 44 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
568,0,1,1,1,0,0,0,0,4,1,1,4,2,1,65+ Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
569,0,1,2,1,0,0,0,0,3,4,1,4,2,1,35 - 44 Years,College Graduate,Male,"> $75,000",Employed,Non-MSA
