,h1n1_vaccine,seasonal_vaccine,age_group,sex,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,behavioral_outside_home,chronic_med_condition,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,education,income_poverty,employment_status
340,1,1,1,1,2,2,0,0,0,0,5,5,2,5,5,2,0,1,1
341,0,1,1,0,2,1,0,0,0,0,5,1,1,5,4,1,3,2,1
342,0,0,0,0,2,2,1,1,0,0,5,2,2,4,2,2,3,1,1
343,0,1,4,1,1,1,1,1,0,0,4,2,2,4,2,2,3,2,2
344,0,1,4,1,2,0,1,1,1,0,4,2,4,5,4,4,0,1,2
345,0,0,0,1,3,0,1,1,1,1,4,2,2,2,5,4,1,0,1
346,0,1,4,1,1,1,0,0,0,1,3,1,1,5,4,1,2,0,2
347,1,0,0,1,1,1,1,0,0,1,5,1,2,4,5,1,2,2,2
348,0,0,2,0,2,1,0,0,1,1,2,1,1,4,1,1,2,2,1
349,0,1,3,1,0,2,1,1,1,0,5,4,1,5,5,1,0,1,1
350,0,1,4,1,0,1,1,1,1,0,3,2,1,5,4,1,3,1,2
351,0,0,1,0,3,1,1,1,1,0,4,5,5,2,2,2,1,1,0
352,0,0,1,1,2,2,1,1,1,0,3,1,1,3,1,3,1,1,1
353,0,1,3,1,1,1,0,1,0,1,5,1,2,5,1,2,2,1,0
354,1,1,1,0,2,2,0,1,0,0,4,4,1,2,4,2,1,1,1
355,0,0,2,1,2,1,1,1,1,0,3,2,4,5,2,2,1,2,1
356,0,1,4,0,0,1,0,0,0,1,3,1,1,4,4,1,3,2,1
357,0,0,3,1,1,1,1,0,0,0,4,1,1,4,1,4,1,2,1
358,0,0,4,1,0,2,1,1,1,1,1,1,1,1,1,1,2,1,2
359,0,1,1,1,1,1,1,0,0,0,5,1,1,5,2,2,3,2,2
360,0,0,0,1,2,1,1,1,1,0,2,5,4,5,4,4,1,0,0
361,0,0,3,1,3,1,1,0,1,1,5,5,4,5,2,1,2,1,2
362,0,0,0,1,3,1,0,0,0,0,4,4,4,5,4,4,2,1,1
363,0,1,4,1,3,1,1,1,1,1,5,5,5,5,4,1,2,1,2
364,0,0,4,1,1,1,0,0,0,0,1,1,1,1,1,5,2,0,1
365,0,0,0,0,0,2,1,0,0,0,1,1,1,1,1,1,2,1,1
366,0,0,4,0,2,1,1,1,1,1,5,2,5,1,1,5,1,1,2
367,0,1,2,1,3,1,0,0,0,0,4,1,4,4,2,1,1,1,2
368,0,0,0,1,2,2,1,0,0,0,4,1,2,2,1,2,3,1,1
369,1,0,4,0,2,1,0,0,0,0,5,1,1,5,4,1,0,1,2
370,0,0,0,1,3,2,1,1,1,0,3,3,4,4,3,2,3,1,1
371,0,0,2,1,3,2,1,0,0,0,5,2,2,4,2,2,1,1,1
372,0,0,1,1,2,1,0,0,0,1,4,2,1,4,2,2,2,1,2
373,0,0,2,1,2,2,1,1,1,0,3,2,2,4,2,2,2,2,1
374,0,0,3,1,2,1,1,0,0,0,4,4,4,2,5,4,3,1,1
375,0,0,2,1,2,2,0,0,0,0,5,4,4,4,4,4,3,1,1
376,0,1,4,1,3,1,1,1,0,1,4,2,4,5,5,2,3,0,2
377,0,1,4,1,2,1,0,1,1,1,4,1,1,5,5,4,3,1,2
378,0,1,4,0,3,1,0,0,0,0,3,1,1,4,3,2,3,2,2
379,1,1,3,1,1,2,0,0,0,0,5,2,2,4,2,1,3,2,1
380,0,1,2,1,1,1,0,0,0,1,4,2,2,5,4,1,3,1,1
381,0,0,0,0,1,2,1,0,0,0,4,1,2,4,2,1,3,2,1
382,0,1,3,0,2,1,1,0,1,1,5,5,4,5,4,4,3,1,2
383,0,1,2,0,1,1,1,0,0,0,3,2,2,4,2,2,3,2,1
384,0,0,1,1,1,2,1,1,1,0,3,2,2,3,2,2,3,1,1
385,1,1,2,1,2,1,1,1,1,0,5,2,1,2,2,1,2,2,2
386,0,0,2,0,2,1,0,0,0,0,3,1,2,3,1,2,2,2,1
387,1,1,3,1,3,2,1,1,1,0,5,4,1,5,4,1,2,1,2
388,0,0,3,0,2,1,0,0,0,0,4,1,4,4,1,2,2,1,2
389,1,1,0,0,0,1,0,0,0,0,4,4,1,4,2,2,2,1,1
390,0,1,2,0,1,1,1,0,0,0,4,2,1,4,4,1,3,2,1
391,0,1,3,0,2,1,1,0,1,0,4,4,2,4,4,2,1,1,1
392,0,1,0,1,2,1,1,1,0,0,5,2,2,5,5,4,2,1,2
393,1,1,4,0,3,1,0,0,0,0,4,2,4,4,2,4,2,1,2
394,0,1,0,1,1,1,0,0,0,0,2,2,1,4,1,1,2,1,2
395,0,0,2,1,1,2,1,0,1,1,4,1,1,4,1,4,2,0,1
396,0,0,2,1,1,2,0,0,0,0,2,2,5,2,1,4,2,1,2
397,0,0,4,1,2,1,1,0,1,1,5,1,2,4,1,2,3,1,2
398,1,1,1,1,2,1,1,0,0,0,5,4,1,5,4,1,3,2,1
399,1,0,4,1,3,2,1,1,1,1,3,5,2,4,2,2,0,1,2
400,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,1,2,2,1
401,0,0,1,1,2,1,0,0,0,0,4,2,4,4,2,2,3,2,2
402,0,0,0,0,3,1,1,0,1,0,5,1,4,5,2,1,3,2,0
403,0,0,1,1,2,1,1,0,0,0,4,2,2,4,2,4,2,1,1
404,0,1,3,1,2,2,1,1,1,1,4,2,2,5,4,4,3,2,1
405,0,0,3,0,2,1,1,0,0,1,4,2,1,4,2,2,3,2,1
406,0,0,1,1,1,1,0,0,0,0,4,1,1,4,4,2,3,1,2
407,0,0,0,1,0,1,1,0,0,0,4,1,2,5,2,1,2,1,1
408,0,0,3,0,2,1,0,0,0,0,4,2,2,4,2,2,3,2,1
409,0,1,4,1,1,1,1,1,1,0,3,1,2,5,4,1,2,1,2
410,0,0,0,1,1,1,0,0,0,0,2,2,2,4,2,2,1,1,1
411,0,0,4,0,0,1,0,0,0,0,4,1,1,4,2,1,3,1,1
412,1,1,0,0,1,0,0,1,0,1,5,4,2,5,4,2,1,0,2
413,0,0,2,1,2,1,1,1,1,0,2,4,4,1,4,4,1,0,0
414,0,0,2,1,3,1,1,1,1,0,4,2,5,4,4,4,1,2,1
415,0,1,0,1,1,1,1,0,0,0,2,1,2,4,4,2,3,1,1
416,1,1,3,0,2,2,0,0,1,1,5,1,1,5,5,1,2,1,2
417,0,1,1,1,1,1,1,0,0,0,5,2,1,5,2,1,3,2,1
418,0,1,2,1,0,1,1,0,0,0,4,2,1,4,2,1,3,2,2
419,0,0,1,1,2,1,0,1,0,0,5,1,1,4,1,1,3,1,0
420,1,1,2,1,3,1,1,0,0,1,5,5,1,5,5,1,2,1,0
421,0,1,2,1,2,1,1,0,0,0,4,2,4,4,4,1,1,1,2
422,0,0,3,1,0,2,0,0,0,0,4,1,1,4,2,4,3,2,2
423,0,1,4,0,1,1,0,0,0,1,4,2,1,5,4,1,1,1,2
424,0,0,3,1,2,2,1,1,1,0,5,5,4,4,4,1,3,1,1
425,1,1,3,1,2,2,0,1,1,0,4,4,2,5,4,2,3,1,1
426,1,1,3,0,3,2,1,0,0,0,5,4,5,5,4,4,3,2,1
427,0,1,3,1,2,1,0,1,1,1,5,4,4,4,5,5,2,1,1
428,0,1,4,1,2,2,1,0,0,0,5,2,1,5,2,1,3,2,2
429,0,0,0,0,1,1,1,0,0,0,4,2,2,4,2,2,2,2,1
430,0,0,2,1,2,1,1,1,0,0,4,2,4,4,2,1,2,2,1
431,0,0,0,0,2,1,0,0,0,0,4,2,4,4,5,4,1,1,1
432,0,0,0,1,2,1,1,1,0,0,4,2,2,4,1,2,3,0,1
433,0,0,1,1,1,1,1,0,0,1,1,1,2,4,5,1,2,1,2
434,0,0,1,0,1,1,1,1,1,1,4,1,2,5,2,2,2,1,1
435,0,0,2,0,0,2,0,0,0,1,2,1,1,4,1,1,2,2,1
436,0,0,0,1,1,1,1,0,0,0,4,2,5,5,1,2,2,0,2
437,0,0,3,0,1,1,1,1,1,0,5,1,4,4,1,1,2,1,2
438,0,1,4,1,2,2,1,0,0,1,4,2,2,4,2,1,1,1,1
439,0,0,4,0,0,0,0,0,0,0,3,1,1,2,1,1,1,0,2
440,0,1,4,1,1,2,1,0,0,0,5,1,1,4,4,1,3,1,1
441,0,0,0,1,0,1,0,0,0,0,3,2,2,4,1,1,2,1,1
442,1,1,4,0,0,2,1,1,1,1,4,2,1,2,1,2,2,1,1
443,0,0,3,1,0,1,0,0,0,1,4,1,1,5,1,5,1,2,1
444,0,0,4,1,1,1,1,1,1,0,4,1,1,3,2,1,3,1,2
445,1,1,3,0,2,1,1,1,1,0,5,4,4,5,5,1,2,1,1
446,1,1,4,1,1,1,1,0,1,1,5,2,1,5,2,1,2,1,2
447,0,1,4,1,3,1,0,0,0,1,4,2,2,5,2,1,2,1,2
448,1,1,0,1,2,1,1,0,0,0,4,4,2,5,4,2,3,2,1
449,1,1,3,0,1,2,1,0,1,1,3,4,1,4,4,4,3,2,1
450,0,0,3,1,0,2,1,0,0,0,3,1,1,4,1,1,3,2,1
451,0,0,2,1,1,2,1,0,0,0,4,2,2,4,2,5,1,2,1
452,0,1,2,0,2,1,1,1,0,0,4,1,1,5,1,1,1,1,1
453,0,1,4,0,0,2,0,0,1,1,2,1,1,4,2,1,3,2,2
454,0,0,2,1,2,2,1,0,0,0,5,2,2,4,1,1,3,2,1
455,0,1,4,1,2,1,1,1,1,0,5,1,1,5,1,1,0,1,2
456,0,1,4,0,2,1,1,0,1,0,4,2,2,5,5,1,3,1,2
457,0,0,2,1,2,2,1,0,1,0,5,2,2,4,2,1,3,0,2
458,0,0,0,1,2,1,1,1,1,1,5,5,5,5,5,2,1,0,2
459,0,0,1,1,1,1,1,0,0,0,4,2,5,4,2,4,3,1,1
460,0,0,0,0,1,2,1,0,0,0,4,1,1,2,1,1,3,2,1
461,0,0,1,1,2,1,0,0,0,1,4,4,4,4,4,4,1,1,2
462,0,1,3,0,2,2,1,1,0,0,4,2,1,5,4,1,3,1,1
463,0,0,0,0,1,2,0,0,0,0,5,5,2,4,4,2,2,2,2
464,0,0,0,0,2,1,1,0,0,1,4,1,1,4,1,1,1,1,1
465,0,0,2,0,0,1,0,0,0,0,2,1,1,4,1,1,1,1,1
466,0,0,2,0,2,1,1,1,0,0,4,2,5,4,2,5,2,1,1
467,0,0,1,0,0,1,1,0,0,0,3,2,1,4,2,1,1,2,1
468,0,0,1,0,0,1,0,0,0,0,3,1,2,4,1,1,3,2,1
469,0,1,4,0,1,1,0,0,0,0,4,1,1,4,2,1,3,2,1
470,0,1,1,0,2,1,0,0,0,0,3,4,1,4,2,1,3,2,1
471,0,0,3,0,0,0,1,1,0,0,3,3,2,2,3,4,0,1,1
472,0,0,0,0,2,1,1,1,1,0,4,2,2,5,1,1,2,2,1
473,0,0,2,0,2,2,1,1,1,0,4,5,5,2,1,1,0,0,0
474,0,0,0,1,1,1,0,0,0,0,4,1,1,5,1,1,3,1,1
475,0,1,4,0,2,1,0,0,0,0,4,1,1,4,1,1,2,1,2
476,0,0,0,0,1,1,1,0,0,0,4,2,1,4,2,1,2,2,1
477,0,1,2,1,2,2,0,0,0,0,4,2,2,4,4,2,1,1,1
478,0,0,1,1,1,1,1,0,0,0,4,2,4,1,4,2,2,1,2
479,1,1,1,1,2,1,0,0,0,1,3,4,1,3,4,1,3,1,1
480,0,1,0,1,1,1,1,1,1,1,4,4,4,5,4,2,3,1,1
481,0,1,2,0,2,1,0,0,0,1,4,1,2,5,1,1,0,2,1
482,0,0,0,0,1,1,0,0,0,1,4,2,2,4,2,1,1,2,2
483,0,0,0,0,1,2,1,0,0,0,4,1,2,4,1,1,3,2,1
484,0,0,4,0,1,1,0,0,0,0,5,4,1,5,2,1,1,1,2
485,0,1,2,1,2,1,1,0,0,0,4,1,2,4,4,2,2,1,1
486,0,1,4,0,2,1,1,1,1,1,2,1,1,5,2,1,3,2,2
487,0,0,0,0,2,0,0,1,0,0,4,1,4,2,1,2,0,0,2
488,1,0,2,0,1,1,1,0,0,0,3,2,2,3,1,2,2,1,1
489,1,1,2,1,3,2,1,1,1,1,5,5,5,5,5,5,3,2,1
490,0,1,3,1,2,2,1,0,0,0,4,2,1,4,1,1,3,1,1
491,0,0,3,1,3,2,1,0,0,0,5,5,5,5,4,4,3,1,1
492,1,1,1,1,3,2,1,0,0,0,4,4,4,4,4,2,3,2,1
493,0,1,4,1,2,1,0,0,1,0,3,1,2,4,2,4,2,1,2
494,0,0,3,1,1,1,0,0,0,0,3,1,1,4,1,1,3,1,1
495,0,0,0,1,2,2,0,0,0,1,2,2,1,4,4,1,0,1,2
496,0,0,2,1,1,2,1,0,0,0,2,1,1,2,1,1,3,1,0
497,0,1,3,1,1,2,1,1,0,1,4,2,1,5,5,1,2,1,1
498,0,0,1,1,2,1,1,1,0,0,4,2,2,4,2,2,3,2,1
499,0,1,4,0,3,1,1,1,0,0,5,4,2,5,2,2,1,1,2
500,0,0,3,1,2,1,1,0,1,1,4,2,2,4,2,2,0,1,2
501,0,0,0,1,2,2,0,0,0,0,4,4,4,4,4,2,2,0,2
502,1,1,0,1,1,1,1,0,0,1,5,5,1,5,5,1,3,2,1
503,0,0,0,1,3,1,1,1,1,0,5,1,4,5,1,2,1,0,2
504,0,1,2,0,2,1,1,0,0,0,4,2,1,2,1,1,3,1,1
505,1,1,2,0,2,2,1,1,0,0,5,4,2,5,4,2,3,2,1
506,0,1,3,1,2,1,1,0,0,0,3,4,2,5,4,1,2,1,1
507,0,0,3,1,1,2,1,0,0,0,3,1,4,4,4,2,3,2,2
508,0,1,4,0,1,2,1,0,0,0,4,1,2,5,4,2,3,1,2
509,0,1,4,1,3,1,1,1,1,1,4,2,1,5,5,5,2,1,2
510,0,0,1,1,0,2,1,0,1,0,4,1,1,4,1,1,1,1,1
511,1,1,2,1,2,2,0,0,0,0,5,5,1,5,4,1,3,2,1
512,1,1,2,1,2,2,1,0,0,0,5,4,1,5,5,1,3,2,1
513,0,0,2,1,3,1,1,1,1,0,3,4,4,4,2,2,0,0,1
514,0,1,2,0,1,1,1,1,1,0,4,4,4,4,4,1,3,2,1
515,0,0,0,1,2,1,1,0,0,1,4,5,2,4,5,2,2,1,0
516,0,1,4,1,2,1,1,0,0,0,5,4,4,5,5,2,1,1,2
517,0,0,3,0,0,1,1,0,0,0,2,1,1,1,1,1,2,2,1
518,1,0,0,1,3,0,1,1,1,0,5,4,2,5,4,4,1,0,0
519,0,1,4,1,2,1,1,1,0,1,4,4,2,5,4,2,3,1,2
520,0,1,4,1,3,1,0,0,1,0,4,2,4,5,4,2,1,1,2
521,0,0,2,1,2,0,1,0,0,1,5,2,1,5,2,1,0,0,2
522,1,1,4,1,2,1,1,0,0,0,4,2,5,4,2,2,3,1,2
523,0,0,0,1,1,1,1,0,0,0,2,1,2,5,4,2,1,1,2
524,1,1,3,1,2,1,1,0,0,0,4,2,2,4,5,4,3,1,1
525,0,0,0,1,2,2,1,1,0,0,4,2,4,1,1,5,3,2,1
526,0,0,0,1,2,1,1,0,0,0,5,2,2,5,4,2,2,1,1
527,0,1,2,0,2,1,1,1,1,0,4,2,2,5,4,4,3,2,1
528,1,1,2,1,2,1,1,1,1,0,4,4,2,5,5,2,1,2,1
529,0,0,0,1,0,1,1,1,1,0,2,2,2,2,2,5,0,0,1
530,1,1,0,1,1,1,1,0,0,1,5,4,1,5,4,1,2,1,2
531,1,0,1,1,2,1,0,0,0,0,4,2,1,4,2,1,2,1,1
532,0,1,1,1,1,2,1,0,0,1,4,2,4,5,4,2,1,1,2
533,0,0,0,0,2,2,1,0,1,0,4,4,1,5,2,2,2,2,1
534,0,0,1,1,0,2,1,0,0,0,4,1,1,4,1,1,3,2,1
535,0,1,4,1,2,1,1,1,1,0,5,1,2,4,4,1,3,1,2
536,1,0,1,1,2,1,1,0,0,0,3,1,1,5,2,1,2,2,1
537,0,0,3,0,1,1,1,0,0,1,3,2,2,4,2,1,1,1,2
538,0,1,4,1,2,2,1,0,0,1,3,1,2,5,4,1,3,2,2
539,0,0,1,1,3,2,1,1,1,1,5,5,5,5,4,4,1,0,2
540,0,1,3,0,2,1,1,1,1,1,4,1,2,4,2,2,2,1,2
541,0,0,3,0,1,2,0,0,1,0,4,1,1,1,1,1,1,1,2
542,0,1,1,1,1,1,1,0,0,0,4,4,1,5,4,1,3,2,1
543,0,1,0,0,1,1,1,0,1,0,5,4,1,5,4,2,2,1,2
544,0,0,2,1,3,1,1,0,0,1,3,5,2,2,5,1,3,0,0
545,0,1,3,1,3,1,1,1,0,1,4,2,2,5,5,1,3,1,0
546,0,0,2,0,1,2,1,0,0,0,2,1,1,2,1,1,3,2,1
547,0,1,1,1,3,1,1,1,1,1,5,5,1,4,5,1,3,2,1
548,0,0,2,1,1,0,1,0,0,0,2,1,2,2,1,2,2,1,2
549,0,0,0,1,2,1,1,1,1,0,4,2,4,4,5,4,0,1,1
550,1,1,3,1,2,2,1,0,0,0,5,2,4,5,5,1,1,2,2
551,0,0,4,1,2,0,0,0,0,0,3,3,1,3,1,3,3,0,2
552,0,0,3,1,2,2,1,1,1,0,4,3,4,4,2,2,2,1,2
553,0,0,1,1,2,2,1,0,0,0,3,2,1,5,4,1,2,1,1
554,1,1,4,0,2,1,1,1,1,1,5,2,2,5,2,2,2,1,2
555,0,1,4,1,3,2,1,1,1,1,4,2,4,4,4,4,2,1,2
556,0,0,0,0,1,1,1,0,0,0,5,2,1,5,2,1,1,2,1
557,0,0,3,1,2,2,1,1,1,1,3,1,1,3,1,1,1,0,2
558,0,1,4,0,2,1,0,0,0,1,4,1,4,5,2,1,1,1,1
559,0,1,1,1,1,2,1,0,0,0,3,2,1,4,2,1,3,1,2
560,0,0,4,1,2,1,1,1,1,0,4,4,2,4,2,2,2,1,2
561,0,1,4,1,2,2,1,0,1,0,3,1,2,5,2,1,2,1,1
562,0,0,1,1,1,1,1,0,0,0,4,2,1,5,1,1,2,1,1
563,0,1,4,0,3,1,1,1,1,1,4,2,4,4,2,2,3,2,2
564,0,0,0,1,1,1,1,0,1,0,4,1,1,2,2,1,2,1,1
565,0,0,1,1,2,2,0,0,1,0,5,4,1,5,4,1,1,1,0
566,1,1,2,1,2,2,1,1,1,0,5,5,1,5,5,5,1,1,1
567,1,0,0,0,3,1,1,1,1,0,4,1,5,4,1,2,1,0,0
568,0,0,2,0,2,2,1,0,0,0,4,4,1,5,4,1,1,1,1
569,0,0,1,0,0,2,0,0,0,0,5,1,4,2,2,1,3,1,1
570,0,0,4,1,1,1,1,0,0,0,5,1,2,5,2,1,3,1,2
571,1,1,2,1,0,2,1,0,0,0,5,4,5,5,4,4,3,1,1
572,0,0,0,0,1,1,1,0,0,0,4,2,1,4,2,2,1,1,1
573,0,0,2,1,1,1,1,0,1,0,5,2,4,4,2,4,2,1,0
574,0,1,2,0,1,1,1,0,0,1,4,2,4,4,4,4,2,0,2
575,0,1,2,1,1,1,0,0,0,1,4,1,1,5,2,1,2,1,1
576,1,1,2,1,2,2,1,1,1,1,5,5,1,5,5,1,2,1,1
577,0,0,4,0,2,1,1,0,0,1,4,2,4,4,4,2,2,2,2
578,1,1,2,1,2,2,1,0,1,1,4,4,2,5,2,1,1,2,1
579,0,0,1,0,1,0,1,0,1,1,1,5,1,1,5,1,1,0,2
580,0,1,2,0,2,1,1,0,0,0,1,2,1,5,5,5,3,1,1
581,0,0,2,1,2,0,1,1,1,1,4,1,4,4,1,1,0,0,2
582,1,1,3,1,2,2,1,1,0,0,5,4,1,5,4,1,3,2,1
583,0,1,0,1,3,2,1,1,0,0,5,4,4,5,5,2,3,1,2
584,0,0,3,1,2,2,1,0,0,0,4,2,1,4,2,2,3,2,1
585,0,1,4,1,0,2,1,1,0,1,3,1,5,5,4,1,2,1,2
586,1,0,4,0,2,0,0,0,0,0,3,4,4,5,5,1,1,2,2
587,1,1,0,1,3,2,1,1,1,1,5,4,5,5,4,5,2,0,0
588,0,0,0,0,1,2,1,0,0,0,5,1,2,4,1,1,3,1,1
589,0,1,1,1,2,1,0,1,1,1,5,1,1,4,5,4,2,1,2
590,1,0,3,0,2,0,0,0,0,0,3,2,2,2,1,2,3,1,2
591,0,1,4,1,2,1,1,0,0,1,4,2,4,4,4,4,2,1,1
592,0,0,2,1,1,0,1,0,0,1,3,3,2,3,3,2,1,1,1
593,1,1,4,0,1,1,1,0,1,1,4,4,2,4,2,1,1,0,2
594,0,0,2,0,2,0,1,0,1,0,3,4,4,4,4,4,0,0,0
595,1,1,4,1,2,1,1,1,1,0,5,2,2,5,2,4,1,1,2
596,0,0,3,0,1,0,0,0,0,0,3,1,1,5,2,2,3,2,2
597,0,1,3,0,2,2,0,0,0,0,3,3,4,3,3,2,3,2,1
598,0,1,0,1,3,2,1,1,0,0,4,1,5,5,4,1,3,1,1
599,0,0,0,0,1,1,1,0,0,0,4,2,2,4,2,1,1,0,0
600,1,1,0,1,0,2,0,0,0,0,5,4,1,5,4,1,3,1,1
601,0,0,0,0,3,1,0,1,1,0,5,5,4,5,5,4,0,0,1
602,0,0,2,1,2,2,1,0,0,0,3,2,4,5,2,2,2,0,1
603,1,0,0,1,3,1,1,1,1,0,4,5,2,5,5,5,0,0,2
604,0,1,3,1,3,2,1,1,1,0,5,2,2,5,5,5,3,1,2
605,0,0,3,1,1,1,0,0,0,0,3,2,2,4,4,2,1,1,2
606,1,0,1,1,2,1,1,0,1,1,5,5,5,5,1,2,3,1,2
607,0,0,2,1,3,1,1,1,1,0,2,1,2,4,1,2,0,0,0
608,1,0,3,1,2,2,1,1,1,1,5,1,4,5,2,1,3,1,2
609,1,1,0,1,1,1,1,1,1,0,4,1,2,4,2,2,1,1,2
610,1,1,3,1,3,1,1,1,1,1,5,4,1,5,5,1,2,0,2
611,1,1,4,1,3,2,1,1,1,0,4,4,1,4,4,1,3,0,2
612,1,1,0,1,2,2,1,0,0,0,4,5,4,4,4,1,3,2,1
613,0,1,4,1,0,1,0,0,0,1,4,1,1,4,1,1,2,1,2
614,0,0,1,1,1,2,1,0,0,0,4,4,5,5,2,1,1,1,1
615,1,0,0,0,0,1,0,0,1,0,4,4,5,4,5,5,0,0,2
616,0,0,0,0,1,1,0,0,0,0,5,2,1,2,2,1,1,2,2
617,1,1,2,1,3,2,0,1,0,0,4,4,1,5,5,1,3,1,1
618,0,0,3,1,1,1,1,0,0,0,4,1,1,4,1,2,3,1,1
619,0,0,3,1,2,2,1,0,0,0,4,5,4,5,4,1,3,2,1
620,1,1,2,0,2,2,1,0,0,0,4,4,1,4,2,1,3,2,1
621,0,0,2,1,2,1,1,1,1,0,3,2,2,4,1,2,3,2,1
622,0,0,1,0,3,1,0,1,1,1,5,4,5,4,5,2,1,0,0
623,1,1,3,0,3,1,1,0,1,1,5,2,1,5,2,1,3,2,1
624,0,1,1,1,2,2,1,1,0,0,4,4,1,5,4,1,3,1,2
625,0,0,0,1,1,2,0,0,0,0,4,4,1,4,5,2,3,1,2
626,1,1,3,0,0,1,1,0,0,1,4,2,1,5,5,1,2,1,2
627,0,1,2,1,2,1,1,0,0,0,4,2,2,4,4,5,3,1,1
628,1,1,2,1,3,2,1,0,0,1,5,2,1,4,2,2,2,2,1
629,0,1,4,0,1,2,0,1,1,1,4,2,2,5,2,1,1,1,2
630,0,0,3,0,2,2,1,0,1,0,4,4,4,4,2,1,2,2,1
631,1,1,3,1,2,1,1,1,0,0,5,4,2,5,4,2,0,1,2
632,0,0,4,1,1,0,1,0,0,0,3,3,2,3,2,4,1,1,2
633,0,1,4,1,1,1,1,0,0,0,4,2,2,5,4,1,2,1,2
634,0,0,2,1,3,0,1,0,1,0,5,4,5,2,2,5,1,1,2
635,0,0,1,1,2,1,0,0,0,0,4,4,2,5,2,1,2,1,1
636,1,1,3,1,3,2,1,1,1,1,4,2,1,5,4,1,3,2,2
637,0,1,2,1,2,2,1,1,1,1,5,4,4,5,4,4,1,1,2
638,0,0,2,1,1,2,1,0,0,0,4,2,2,4,2,2,2,2,1
639,1,1,4,1,1,1,1,0,0,0,3,2,2,5,3,1,3,1,1
640,0,0,4,1,2,1,1,1,1,0,4,4,4,5,4,2,1,1,2
641,0,0,4,1,1,0,0,0,1,0,2,4,4,5,4,4,1,0,2
642,1,1,0,0,2,2,1,0,0,1,5,5,4,5,1,1,1,2,2
643,0,0,1,1,2,2,1,0,1,0,3,2,4,2,4,4,3,1,1
644,0,0,0,0,0,1,1,0,0,0,3,3,2,4,4,1,1,1,2
645,0,1,0,1,2,1,1,1,1,0,5,4,2,5,1,1,1,0,0
646,0,1,2,1,2,2,1,1,0,0,4,4,2,4,5,4,2,1,0
647,0,1,0,0,1,1,1,0,1,0,4,2,1,4,2,1,3,2,1
648,0,1,1,1,2,2,1,1,0,0,5,5,1,5,4,1,3,2,2
649,0,1,0,1,3,2,1,1,1,0,5,4,1,4,4,5,2,0,2
650,1,1,0,1,2,1,0,0,0,0,3,3,4,3,2,1,1,1,1
651,1,1,0,1,2,1,1,0,0,0,5,2,1,4,4,1,3,1,2
652,0,1,3,1,1,1,0,0,0,0,4,2,1,5,5,1,2,2,1
653,1,1,0,0,1,1,0,0,0,0,2,1,2,4,4,1,3,1,1
654,0,1,3,1,1,1,0,0,0,0,4,2,1,4,4,1,1,1,2
655,0,1,4,1,2,1,1,0,1,1,3,4,4,4,4,4,1,0,2
656,0,1,4,1,1,1,1,1,0,1,2,1,2,2,2,2,1,1,2
657,0,0,3,1,2,1,1,0,0,1,4,2,4,4,2,2,3,1,2
658,0,0,0,0,1,1,0,0,0,0,4,1,1,4,4,1,3,2,1
659,0,1,3,1,3,2,1,1,0,1,5,4,5,5,5,5,2,1,1
660,1,1,1,1,1,1,1,1,1,1,5,4,4,5,4,4,2,0,2
661,1,1,4,1,2,1,1,0,0,0,5,2,2,5,4,1,2,1,2
662,1,1,4,1,2,1,1,0,1,0,5,4,2,5,4,2,2,2,0
663,0,0,3,1,0,1,1,0,0,0,4,1,1,4,1,1,2,2,1
664,0,1,4,0,2,1,0,0,0,0,4,2,2,4,2,2,3,1,2
665,0,0,1,0,2,2,1,1,1,0,3,1,2,2,4,2,2,2,1
666,0,0,2,0,2,1,1,1,1,0,4,2,2,5,2,2,2,1,0
667,0,0,0,1,1,1,1,0,0,0,1,2,2,2,2,2,1,1,2
668,0,0,1,0,0,1,0,0,0,0,4,1,1,1,1,5,1,1,1
669,0,0,0,1,1,2,1,1,1,0,4,2,2,2,1,2,3,1,1
670,0,0,1,0,2,2,1,1,1,1,4,2,4,4,2,1,1,1,0
671,1,0,4,1,3,1,0,0,0,1,5,2,4,4,2,2,3,1,2
672,0,0,2,0,1,1,0,0,0,0,4,2,1,4,2,2,3,1,1
673,0,0,1,1,2,2,1,1,1,0,5,1,4,4,2,2,3,2,1
674,0,0,3,0,1,1,0,1,1,1,2,2,2,3,1,4,0,2,1
675,0,0,3,0,0,1,0,0,0,1,4,1,1,4,1,1,3,2,1
676,1,1,0,1,1,2,1,0,0,0,5,4,4,4,4,1,2,2,2
677,0,1,2,1,2,1,1,0,0,0,3,1,2,5,4,4,0,0,1
678,1,1,3,1,2,2,1,0,0,0,4,4,2,4,2,1,3,1,2
679,0,0,1,0,0,2,0,0,0,0,2,1,5,2,1,5,1,1,1
680,0,0,2,0,3,1,1,0,0,0,4,2,1,5,2,1,0,1,1
681,0,0,2,1,1,1,0,0,0,0,3,1,1,3,2,1,0,1,1
682,0,0,1,1,1,2,0,0,0,0,3,4,1,4,4,2,3,2,1
683,0,1,3,1,3,2,1,0,0,1,5,1,1,5,4,1,3,1,1
684,0,0,0,1,2,1,1,1,0,1,3,4,2,4,2,2,0,0,2
