respondent_id,h1n1_vaccine,seasonal_vaccine,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,behavioral_outside_home,chronic_med_condition,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,sex,income_poverty,employment_status
531,0,0,2,0,0,0,1,1,4,4,1,4,4,1,4,1,0,,2
532,0,1,1,2,1,0,0,0,5,1,1,4,4,1,4,3,1,1,1
533,0,0,0,1,0,0,0,0,3,2,2,4,1,1,0,2,1,1,1
535,0,0,0,1,0,0,0,1,4,1,1,5,1,5,3,1,1,2,1
538,1,1,1,1,1,0,1,1,5,2,1,5,2,1,4,2,1,1,2
539,0,1,3,1,0,0,0,1,4,2,2,5,2,1,4,2,1,1,2
540,1,1,2,1,1,0,0,0,4,4,2,5,4,2,0,3,1,2,1
541,1,1,1,2,1,0,1,1,3,4,1,4,4,4,3,3,0,2,1
542,0,0,0,2,1,0,0,0,3,1,1,4,1,1,3,3,1,2,1
543,0,0,1,2,1,0,0,0,4,2,2,4,2,5,2,1,1,2,1
545,0,0,1,0,,0,0,0,1,1,1,1,1,1,4,2,0,,2
546,0,1,0,2,0,0,1,1,2,1,1,4,2,1,4,3,0,2,2
547,0,0,2,2,1,0,0,0,5,2,2,4,1,1,2,3,1,2,1
549,0,1,2,1,1,0,1,0,4,2,2,5,5,1,4,3,0,1,2
550,0,0,2,2,1,0,1,0,5,2,2,4,2,1,2,3,1,0,2
552,0,0,1,1,1,0,0,0,4,2,5,4,2,4,1,3,1,1,1
553,0,0,1,2,1,0,0,0,4,1,1,2,1,1,0,3,0,2,1
554,0,0,2,1,0,0,0,1,4,4,4,4,4,4,1,1,1,1,2
557,0,0,1,1,1,0,0,0,2,1,4,4,1,2,3,2,0,,1
558,1,1,0,1,0,0,0,1,5,3,2,5,3,2,4,3,0,,2
559,0,0,1,2,0,0,0,0,5,5,2,4,4,2,0,2,0,2,2
560,0,0,2,0,0,0,0,0,2,2,1,4,4,2,0,,0,,
561,0,0,2,1,1,0,0,1,4,1,1,4,1,1,0,1,0,1,1
562,0,0,3,2,0,0,0,,,,,,,,1,,0,,
563,0,0,0,1,0,0,0,0,2,1,1,4,1,1,2,1,0,1,1
565,0,0,2,1,1,0,0,0,5,4,1,5,4,1,1,,1,,
566,0,0,0,1,1,0,0,0,3,2,1,4,2,1,1,1,0,2,1
567,0,0,0,1,0,0,0,0,3,1,2,4,1,1,1,3,0,2,1
568,0,1,1,1,0,0,0,0,4,1,1,4,2,1,4,3,0,2,1
569,0,1,2,1,0,0,0,0,3,4,1,4,2,1,1,3,0,2,1
570,0,0,2,1,1,0,0,,,,,,,,1,,1,,
574,0,0,1,1,0,0,0,0,4,1,1,5,1,1,0,3,1,1,1
575,0,1,2,1,0,0,0,0,4,1,1,4,1,1,4,2,0,1,2
576,0,0,1,1,1,0,0,0,4,2,1,4,2,1,0,2,0,2,1
577,0,1,2,2,0,0,0,0,4,2,2,4,4,2,2,1,1,1,1
578,0,0,1,1,1,0,0,0,4,2,4,1,4,2,1,2,1,1,2
579,1,1,2,1,0,0,0,1,3,4,1,3,4,1,1,3,1,1,1
580,0,0,1,1,1,0,0,0,4,2,2,4,2,4,4,1,1,,1
582,0,1,2,1,0,0,0,1,4,1,2,5,1,1,2,0,0,2,1
583,0,0,1,1,0,0,0,1,4,2,2,4,2,1,0,1,0,2,2
584,0,0,1,2,1,0,0,0,4,1,2,4,1,1,0,3,0,2,1
585,0,0,1,1,0,0,0,0,5,4,1,5,2,1,4,1,0,1,2
586,0,1,2,1,1,0,0,0,4,1,2,4,4,2,2,2,1,1,1
588,0,0,1,2,1,0,0,0,3,1,2,5,1,2,4,2,1,,2
589,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,,1
593,1,0,1,1,1,0,0,0,3,2,2,3,1,2,2,2,0,1,1
595,0,1,2,2,1,0,0,0,4,2,1,4,1,1,3,3,1,1,1
596,0,0,3,2,1,0,0,0,5,5,5,5,4,4,3,3,1,1,1
597,1,1,3,2,1,0,0,0,4,4,4,4,4,2,1,3,1,2,1
598,0,0,0,0,,0,0,0,5,4,5,5,5,5,1,3,1,1,2
599,0,1,2,1,0,0,1,0,3,1,2,4,2,4,4,2,1,1,2
600,0,0,3,2,1,0,1,0,4,5,4,4,3,1,0,3,0,,1
601,0,0,1,1,0,0,0,0,3,1,1,4,1,1,3,3,1,1,1
602,0,0,2,2,0,0,0,1,2,2,1,4,4,1,0,0,1,1,2
603,0,0,1,2,1,0,0,0,2,1,1,2,1,1,2,3,1,1,0
606,0,1,1,2,1,0,1,1,3,1,1,5,1,1,1,2,0,,1
608,0,0,2,1,1,0,1,1,4,2,2,4,2,2,3,0,1,1,2
609,0,0,2,2,0,0,0,0,4,4,4,4,4,2,0,2,1,0,2
610,1,1,1,1,1,0,0,1,5,5,1,5,5,1,0,3,1,2,1
612,0,1,2,1,1,0,0,0,4,2,1,2,1,1,2,3,0,1,1
614,0,1,2,1,1,0,0,0,3,4,2,5,4,1,3,2,1,1,1
615,0,0,1,2,1,0,0,0,3,1,4,4,4,2,3,3,1,2,2
616,0,1,1,2,1,0,0,0,4,1,2,5,4,2,4,3,0,1,2
618,0,0,0,2,1,0,1,0,4,1,1,4,1,1,1,1,1,1,1
620,1,1,2,2,0,0,0,0,5,5,1,5,4,1,2,3,1,2,1
621,1,1,2,2,1,0,0,0,5,4,1,5,5,1,2,3,1,2,1
624,0,0,2,1,1,0,0,1,4,5,2,4,5,2,0,2,1,1,0
625,0,1,2,1,1,0,0,0,5,4,4,5,5,2,4,1,1,1,2
626,0,0,0,1,1,0,0,0,2,1,1,1,1,1,3,2,0,2,1
630,0,1,3,1,0,0,1,0,4,2,4,5,4,2,4,1,1,1,2
631,0,0,2,0,1,0,0,1,5,2,1,5,2,1,2,0,1,0,2
632,0,1,1,2,1,0,0,0,5,2,2,4,4,2,0,3,0,,1
633,1,1,2,1,1,0,0,0,4,2,5,4,2,2,4,3,1,1,2
634,0,0,1,1,1,0,0,0,2,1,2,5,4,2,0,1,1,1,2
635,1,1,2,1,1,0,0,0,4,2,2,4,5,4,3,3,1,1,1
637,0,0,2,1,1,0,0,0,5,2,2,5,4,2,0,2,1,1,1
638,0,0,3,2,1,0,0,0,4,2,2,4,4,2,2,3,1,,2
642,1,1,1,1,1,0,0,1,5,4,1,5,4,1,0,2,1,1,2
643,1,0,2,1,0,0,0,0,4,2,1,4,2,1,1,2,1,1,1
644,0,1,1,2,1,0,0,1,4,2,4,5,4,2,1,1,1,1,2
645,0,1,2,1,0,0,1,,,,,,,,4,,0,,
646,0,0,2,2,1,0,1,0,4,4,1,5,2,2,0,2,0,2,1
647,0,0,0,2,1,0,0,0,4,1,1,4,1,1,1,3,1,2,1
649,1,0,2,1,1,0,0,0,3,1,1,5,2,1,1,2,1,2,1
650,0,0,1,1,1,0,0,1,3,2,2,4,2,1,3,1,0,1,2
651,0,1,2,2,1,0,0,1,3,1,2,5,4,1,4,3,1,2,2
654,0,0,1,2,0,0,1,0,4,1,1,1,1,1,3,1,0,1,2
655,0,1,1,1,1,0,0,0,4,4,1,5,4,1,1,3,1,2,1
656,0,1,1,1,1,0,1,0,5,4,1,5,4,2,0,2,0,1,2
657,0,0,3,1,1,0,0,1,3,5,2,2,5,1,2,3,1,0,0
659,0,0,0,1,1,0,0,0,1,1,4,2,1,1,1,,0,,
660,0,0,1,2,1,0,0,0,2,1,1,2,1,1,2,3,0,2,1
663,0,0,1,0,1,0,0,0,2,1,2,2,1,2,2,2,1,1,2
664,0,1,1,2,1,0,0,,4,2,2,4,4,2,1,,1,,
666,1,1,2,2,1,0,0,0,5,2,4,5,5,1,3,1,1,2,2
667,0,0,2,0,0,0,0,0,3,3,1,3,1,3,4,3,1,0,2
669,0,0,2,2,1,0,0,0,3,2,1,5,4,1,1,2,1,1,1
672,0,0,1,1,1,0,0,0,5,2,1,5,2,1,0,1,0,2,1
674,1,0,2,1,1,0,0,1,4,2,1,4,4,1,4,1,1,,2
675,1,1,3,2,1,0,1,1,1,4,4,5,5,1,4,3,1,,2
676,0,1,2,1,0,0,0,1,4,1,4,5,2,1,4,1,0,1,1
677,0,1,1,2,1,0,0,0,3,2,1,4,2,1,1,3,1,1,2
680,0,1,2,2,1,0,1,0,3,1,2,5,2,1,4,2,1,1,1
681,0,0,1,1,1,0,0,0,4,2,1,5,1,1,1,2,1,1,1
683,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,,1,,
684,0,0,1,1,1,0,1,0,4,1,1,2,2,1,0,2,1,1,1
685,0,0,2,1,0,0,0,0,3,1,2,5,4,5,1,,0,,
686,0,0,2,2,0,0,1,0,5,4,1,5,4,1,1,1,1,1,0
689,0,0,2,2,1,0,0,0,4,4,1,5,4,1,2,1,0,1,1
690,0,0,0,2,0,0,0,0,5,1,4,2,2,1,1,3,0,1,1
691,0,0,1,1,1,0,0,0,5,1,2,5,2,1,4,3,1,1,2
693,1,1,0,2,1,0,0,0,5,4,5,5,4,4,2,3,1,1,1
694,0,1,2,1,0,0,0,1,1,1,3,5,2,1,4,2,1,,0
695,0,0,1,1,1,0,0,0,4,2,1,4,2,2,0,1,0,1,1
696,0,0,1,1,1,0,1,0,5,2,4,4,2,4,2,2,1,1,0
698,0,1,1,1,1,0,0,1,4,2,4,4,4,4,2,2,0,0,2
699,0,1,1,1,0,0,0,1,4,1,1,5,2,1,2,2,1,1,1
701,0,0,2,1,1,0,0,1,4,2,4,4,4,2,4,2,0,2,2
703,1,1,2,2,1,0,1,1,4,4,2,5,2,1,2,1,1,2,1
704,0,0,1,0,1,0,1,1,1,5,1,1,5,1,1,1,0,0,2
705,0,1,2,1,1,0,0,0,1,2,1,5,5,5,2,3,0,1,1
708,1,1,1,2,0,0,0,0,4,1,1,4,4,2,4,2,1,,
710,0,0,2,2,1,0,0,0,4,2,1,4,2,2,3,3,1,2,1
711,0,0,0,1,1,0,0,,3,1,1,1,1,1,2,,1,,
713,1,0,2,0,0,0,0,0,3,4,4,5,5,1,4,1,0,2,2
715,0,0,1,2,1,0,0,0,5,1,2,4,1,1,0,3,0,1,1
717,1,0,2,0,0,0,0,0,3,2,2,2,1,2,3,3,0,1,2
718,0,1,2,1,1,0,0,1,4,2,4,4,4,4,4,2,1,1,1
719,0,0,1,0,1,0,0,1,3,3,2,3,3,2,2,1,1,1,1
720,1,1,1,1,1,0,1,1,4,4,2,4,2,1,4,1,0,0,2
721,0,0,2,0,1,0,1,0,3,4,4,4,4,4,2,0,0,0,0
722,0,1,3,2,1,0,1,1,3,5,1,5,5,1,0,3,1,,2
724,0,0,1,0,0,0,0,0,3,1,1,5,2,2,3,3,0,2,2
725,0,1,2,2,0,0,0,0,3,3,4,3,3,2,3,3,0,2,1
727,0,0,1,1,1,0,0,0,4,2,2,4,2,1,0,1,0,0,0
729,1,1,0,2,0,0,0,0,5,4,1,5,4,1,0,3,1,1,1
730,0,1,1,1,1,0,0,0,,2,2,4,,2,1,0,0,1,1
732,0,0,2,2,1,0,0,0,3,2,4,5,2,2,2,2,1,0,1
735,0,0,1,1,0,0,0,0,3,2,2,4,4,2,3,1,1,1,2
736,1,0,2,1,1,0,1,1,5,5,5,5,1,2,1,3,1,1,2
740,0,1,1,2,1,0,0,0,3,2,1,4,4,1,3,3,0,,1
744,1,1,2,2,1,0,0,0,4,5,4,4,4,1,0,3,1,2,1
745,0,1,0,1,0,0,0,1,4,1,1,4,1,1,4,2,1,1,2
746,0,0,0,0,1,0,1,0,4,2,1,4,2,1,0,2,1,,1
747,0,0,1,2,1,0,0,0,4,4,5,5,2,1,1,1,1,1,1
748,1,0,0,1,0,0,1,0,4,4,5,4,5,5,0,0,0,0,2
749,0,0,1,1,0,0,0,0,5,2,1,2,2,1,0,1,0,2,2
751,0,0,1,1,1,0,0,0,4,1,1,4,1,2,3,3,1,1,1
752,0,0,3,0,0,0,0,0,5,4,5,5,4,2,4,0,0,,2
753,0,0,2,2,1,0,0,0,4,5,4,5,4,1,3,3,1,2,1
754,1,1,2,2,1,0,0,0,4,4,1,4,2,1,2,3,0,2,1
757,1,1,3,1,1,0,1,1,5,2,1,5,2,1,3,3,0,2,1
758,0,0,,1,,0,0,0,3,3,2,3,1,2,4,1,1,,2
760,0,0,1,2,0,0,0,0,4,4,1,4,5,2,0,3,1,1,2
761,1,1,0,1,1,0,0,1,4,2,1,5,5,1,3,2,0,1,2
762,0,1,2,1,1,0,0,0,4,2,2,4,4,5,2,3,1,1,1
763,0,0,1,0,1,0,0,1,3,1,3,3,3,4,4,2,1,,2
764,1,1,3,2,1,0,0,1,5,2,1,4,2,2,2,2,1,2,1
766,0,0,2,1,1,0,,0,3,2,5,4,2,5,4,1,1,1,2
767,0,0,2,2,1,0,1,0,4,4,4,4,2,1,3,2,0,2,1
769,0,0,1,0,1,0,0,0,3,3,2,3,2,4,4,1,1,1,2
771,1,1,1,2,1,0,0,0,5,4,1,5,4,1,0,,0,,
772,0,1,1,1,1,0,0,0,4,2,2,5,4,1,4,2,1,1,2
773,0,0,3,0,1,0,1,0,5,4,5,2,2,5,2,1,1,1,2
774,0,0,2,1,0,0,0,0,4,4,2,5,2,1,1,2,1,1,1
776,1,0,3,1,1,0,0,0,5,1,2,4,1,1,1,,0,,
778,0,0,1,2,1,0,0,0,4,2,2,4,2,2,2,2,1,2,1
779,1,1,1,1,1,0,0,0,3,2,2,5,3,1,4,3,1,1,1
780,1,1,3,2,1,0,1,1,5,4,4,5,4,2,4,3,0,,1
782,0,0,1,0,0,0,1,0,2,4,4,5,4,4,4,1,1,0,2
783,1,1,2,2,1,0,0,1,5,5,4,5,1,1,0,1,0,2,2
784,0,0,3,0,0,0,0,0,3,3,3,3,3,3,4,2,1,,2
785,0,0,2,2,1,0,1,0,3,2,4,2,4,4,1,3,1,1,1
786,0,0,0,1,1,0,0,0,3,3,2,4,4,1,0,1,0,1,2
791,0,1,1,1,1,0,1,0,4,2,1,4,2,1,0,3,0,2,1
794,1,0,1,0,0,0,0,,4,1,1,3,2,2,3,,0,,
795,1,1,2,1,0,0,0,0,3,3,4,3,2,1,0,1,1,1,1
796,0,0,2,2,1,0,0,0,3,2,4,5,4,4,1,,1,,
797,1,1,2,1,1,0,0,0,5,2,1,4,4,1,0,3,1,1,2
798,0,1,1,1,0,0,0,0,4,2,1,5,5,1,3,2,1,2,1
799,1,1,1,1,0,0,0,0,2,1,2,4,4,1,0,3,0,1,1
800,0,1,1,1,0,0,0,0,4,2,1,4,4,1,3,1,1,1,2
801,0,1,2,1,1,0,1,1,3,4,4,4,4,4,4,1,1,0,2
803,0,0,2,1,1,0,0,1,4,2,4,4,2,2,3,3,1,1,2
804,0,0,1,1,0,0,0,0,4,1,1,4,4,1,0,3,0,2,1
808,1,1,2,1,1,0,0,0,5,2,2,5,4,1,4,2,1,1,2
809,1,1,2,1,1,0,1,0,5,4,2,5,4,2,4,2,1,2,0
810,0,0,0,1,1,0,0,0,4,1,1,4,1,1,3,2,1,2,1
811,0,1,2,1,0,0,0,0,4,2,2,4,2,2,4,3,0,1,2
812,0,1,2,2,1,0,0,1,3,2,4,5,,4,4,2,1,,2
815,0,0,1,1,1,0,0,0,1,2,2,2,2,2,0,1,1,1,2
816,0,0,0,1,0,0,0,0,4,1,1,1,1,5,1,1,0,1,1
819,1,0,3,1,0,0,0,1,5,2,4,4,2,2,4,3,1,1,2
820,0,0,1,1,0,0,0,0,4,2,1,4,2,2,2,3,0,1,1
823,0,0,0,1,0,0,0,1,4,1,1,4,1,1,3,3,0,2,1
824,1,1,1,2,1,0,0,0,5,4,4,4,4,1,0,2,1,2,2
825,0,1,2,1,1,0,0,0,3,1,2,5,4,4,2,0,1,0,1
826,0,1,0,1,0,0,0,0,3,1,1,4,2,1,4,3,0,,1
827,1,1,2,2,1,0,0,0,4,4,2,4,2,1,3,3,1,1,2
828,0,0,0,2,0,0,0,0,2,1,5,2,1,5,1,1,0,1,1
829,0,0,3,1,1,0,0,0,4,2,1,5,2,1,2,0,0,1,1
830,0,0,1,1,0,0,0,0,3,1,1,3,2,1,2,0,1,1,1
833,0,0,1,2,0,0,0,0,3,4,1,4,4,2,1,3,1,2,1
834,0,1,3,2,1,0,0,1,5,1,1,5,4,1,3,3,1,1,1
836,0,0,1,2,0,0,0,0,4,2,4,5,2,5,3,3,0,2,1
839,0,0,3,1,0,0,0,0,3,1,4,4,1,1,0,0,0,1,1
840,1,1,0,1,1,0,0,1,4,3,1,5,3,3,4,3,0,,1
842,0,1,1,0,1,0,0,0,3,1,2,5,1,1,4,3,1,1,2
843,0,0,1,1,0,0,0,0,4,2,1,4,2,1,2,1,1,1,1
844,0,0,2,1,1,0,0,0,5,4,4,4,5,4,1,3,0,1,0
849,0,0,1,1,1,0,0,0,4,2,2,4,2,4,0,0,0,1,1
850,0,0,3,1,0,0,0,0,3,5,5,5,5,5,0,0,1,,
853,1,0,1,1,0,0,0,1,5,4,1,5,4,1,0,2,1,0,1
854,0,0,2,2,1,0,0,0,4,4,2,4,4,2,0,0,0,2,2
855,1,1,3,1,1,0,0,1,5,2,2,4,2,2,3,3,1,1,2
858,0,0,3,1,1,0,0,0,3,2,2,4,2,4,3,3,0,,1
859,1,0,1,1,1,0,0,0,5,5,5,5,2,1,0,2,1,1,2
860,0,0,2,1,1,0,0,0,4,2,2,4,2,2,3,1,1,1,1
861,0,0,2,1,1,0,0,0,4,1,1,4,1,1,0,2,0,1,1
862,1,0,3,1,1,0,0,1,4,5,2,5,1,1,1,3,1,1,1
864,0,1,2,1,0,0,0,0,4,1,1,1,1,2,4,0,1,1,2
865,0,0,2,1,0,0,0,1,1,1,5,1,1,5,3,0,1,1,2
867,0,1,0,1,0,0,0,0,4,1,1,5,1,1,4,1,1,1,2
874,0,0,0,2,0,0,0,0,3,1,5,4,1,1,2,2,0,1,1
875,0,0,1,1,1,0,1,0,1,1,5,1,1,5,1,3,1,,1
878,0,1,1,0,1,0,0,1,4,1,2,4,2,2,3,3,0,1,1
879,0,1,1,1,1,0,0,0,4,2,4,4,2,2,0,3,0,1,1
881,1,1,1,2,0,0,0,0,5,2,1,5,3,1,4,3,0,1,2
882,1,1,3,2,1,0,0,0,5,4,2,4,4,2,3,3,0,2,1
885,0,1,2,1,,0,0,0,5,2,2,5,4,2,4,1,1,,2
886,1,0,0,2,0,0,0,0,4,2,2,4,2,1,2,3,1,2,1
887,1,1,3,2,1,0,0,1,4,5,1,4,4,4,3,3,0,2,1
888,0,0,1,1,1,0,0,1,4,2,2,2,2,2,0,3,0,2,1
891,0,1,2,2,1,0,0,1,2,2,2,5,4,4,4,1,1,,2
893,0,1,2,1,1,0,0,1,4,1,2,5,2,1,3,1,1,1,2
895,1,1,2,1,1,0,0,0,5,2,4,5,4,4,1,2,1,1,1
898,1,1,1,1,1,0,0,0,5,2,2,4,1,2,0,1,0,1,1
900,0,0,0,2,0,0,0,,5,1,1,4,2,1,2,,1,,
901,0,1,1,1,1,0,0,1,4,4,4,5,5,1,0,2,0,2,2
902,0,0,2,2,1,0,1,0,4,4,2,4,2,2,0,3,1,1,1
906,0,1,2,1,1,0,0,0,4,4,4,5,4,2,0,2,1,0,2
910,0,1,1,1,1,0,0,0,5,1,2,4,2,1,4,3,0,1,2
911,1,1,2,2,1,0,0,1,5,5,5,4,5,5,1,2,1,2,0
912,0,1,2,2,1,0,0,0,5,2,4,5,4,4,0,3,1,1,1
913,0,1,1,2,1,0,0,1,5,1,1,5,4,5,4,3,1,1,2
914,0,1,1,2,1,0,0,1,4,1,1,4,4,4,3,2,1,2,1
915,0,0,1,2,1,0,0,0,2,1,4,2,2,4,2,2,1,1,1
917,1,1,2,2,1,0,0,1,5,4,1,5,5,2,3,3,1,2,1
918,0,0,0,1,0,0,0,0,3,1,1,5,1,1,0,3,1,1,1
591,1,1,2,2,1,,,0,4,4,4,4,4,4,1,3,1,,1
922,0,0,1,1,1,0,0,0,3,1,1,3,1,1,2,1,1,1,0
924,1,1,1,2,1,0,0,1,5,2,2,5,4,1,4,3,1,1,1
927,0,1,1,1,0,0,1,1,4,2,2,2,1,1,3,3,0,1,2
928,1,1,2,2,0,0,0,0,4,4,2,4,4,2,3,3,1,1,1
931,0,0,0,1,1,0,0,0,2,1,1,2,1,5,0,2,0,,1
932,0,0,2,1,1,0,0,0,4,1,2,4,1,2,0,3,1,1,1
933,0,0,1,1,0,0,0,1,4,1,1,5,1,1,2,3,0,2,1
934,0,1,1,1,1,0,0,0,2,1,2,4,1,2,3,1,0,1,1
935,0,1,0,2,0,0,0,,,,,,,,4,,0,,
936,1,0,3,1,0,0,1,0,2,2,5,5,4,5,0,,1,,
937,0,0,1,2,1,0,0,0,4,1,2,4,1,2,0,3,0,2,1
938,1,1,2,2,1,0,1,0,4,2,2,4,1,2,2,2,1,1,1
939,0,0,2,2,0,0,0,0,2,2,1,2,2,1,2,3,0,2,1
941,0,0,2,1,1,0,0,0,4,2,4,4,2,1,0,3,1,2,1
942,0,1,2,2,1,0,0,0,4,2,1,5,1,1,3,3,1,2,1
943,0,0,1,2,0,0,0,1,5,5,2,4,5,1,1,2,0,1,1
945,0,1,2,2,1,0,0,0,4,2,4,5,2,2,0,0,0,1,1
946,0,0,0,0,0,0,0,0,2,1,1,2,1,1,3,1,1,1,1
948,0,1,2,1,0,0,0,0,4,2,2,4,4,2,2,3,1,2,2
950,0,1,1,1,1,0,0,0,4,1,1,4,1,2,2,2,1,2,1
952,0,0,2,1,0,0,0,0,4,2,2,4,2,1,4,2,1,1,2
953,0,0,0,0,1,0,0,0,4,1,1,2,1,1,0,1,1,0,2
954,1,1,1,2,1,0,0,0,4,2,1,4,4,1,2,3,0,2,1
955,0,1,1,1,0,0,0,0,4,1,2,5,5,2,1,3,1,2,1
956,1,1,3,2,1,0,0,0,5,4,5,4,5,5,3,3,0,2,1
957,0,0,0,1,0,0,0,0,3,1,1,3,1,3,2,3,0,2,1
959,0,1,1,1,1,0,0,0,2,1,2,4,1,1,1,3,1,2,2
960,0,0,1,1,0,0,0,0,3,1,1,4,1,1,2,3,0,2,1
962,0,0,2,1,1,0,0,0,3,3,4,4,4,1,0,1,1,1,1
964,0,1,2,1,1,0,1,0,4,1,2,4,2,2,1,1,1,1,1
965,0,0,2,1,1,0,1,0,3,2,2,3,4,4,4,0,0,0,2
966,0,0,0,0,1,0,0,1,4,3,2,4,1,1,0,0,0,0,2
967,0,0,3,2,0,0,0,1,4,4,1,5,5,1,2,1,1,0,2
970,0,0,0,1,0,0,0,0,3,4,1,3,4,1,2,2,1,1,1
971,1,1,3,2,1,0,0,1,4,4,5,5,5,5,1,3,1,2,1
627,0,0,0,0,0,,0,,5,1,5,,5,5,0,,1,,
972,1,1,1,2,1,0,1,1,5,2,1,5,2,1,4,3,0,2,2
975,0,0,1,2,0,0,0,0,1,2,5,4,2,4,0,1,1,0,1
976,0,1,2,0,0,0,1,1,5,4,5,5,4,4,4,2,1,1,1
977,0,0,1,0,0,0,1,,5,1,4,5,1,5,3,,0,,
979,0,1,1,1,0,0,0,0,3,2,1,4,2,2,4,3,0,1,1
980,0,0,2,2,0,0,0,0,4,1,4,4,1,4,2,3,1,2,1
981,0,0,3,0,1,0,1,1,5,4,1,5,5,1,4,0,1,0,2
983,0,0,0,1,0,0,0,0,4,1,1,2,1,1,0,1,0,2,1
984,0,1,2,1,1,0,0,0,3,2,2,5,4,1,1,,0,,
985,0,1,3,1,1,0,0,1,3,3,4,5,3,4,4,2,1,1,2
986,0,0,2,0,1,0,0,1,3,2,4,3,2,4,0,2,1,,2
988,1,1,1,2,0,0,0,0,3,1,1,3,1,1,3,3,0,1,1
989,0,1,2,2,1,0,0,0,3,2,4,5,4,2,4,3,1,1,2
990,1,1,2,1,1,0,0,0,4,4,2,5,4,2,0,3,1,1,1
991,0,0,2,2,1,0,0,1,2,2,2,4,2,2,4,3,1,1,2
992,0,0,0,1,0,0,0,0,1,1,1,1,2,1,0,2,0,1,0
993,0,0,0,1,1,0,0,1,4,1,1,4,2,1,4,3,1,1,2
995,1,1,1,2,1,0,0,0,4,4,2,5,4,2,2,3,0,2,1
996,0,1,3,2,0,0,0,1,3,5,1,4,1,1,2,2,1,2,1
997,0,0,2,2,1,0,0,0,5,2,4,5,2,4,1,2,0,,2
1000,0,1,2,2,1,0,0,0,3,3,2,5,3,2,1,3,1,2,1
1001,0,0,2,1,1,0,0,0,4,2,5,4,2,5,0,1,0,1,1
1003,0,0,1,2,1,0,0,0,4,1,1,5,2,1,3,2,0,2,2
1004,1,1,1,1,1,0,0,1,4,4,2,5,4,5,4,3,0,2,1
1005,0,0,0,1,1,0,0,0,4,1,1,4,1,1,1,3,1,,1
1006,0,0,2,2,1,0,0,0,4,4,1,4,5,1,2,3,1,2,1
1008,0,1,2,2,1,0,0,0,5,4,2,5,4,1,2,3,1,2,1
1009,0,0,0,1,0,0,0,0,3,1,1,3,1,1,3,3,0,1,2
1010,0,0,1,2,0,0,0,0,3,1,1,3,1,1,2,1,0,,1
1015,0,1,2,2,1,0,0,0,3,2,2,3,2,2,4,3,0,1,2
1017,0,1,1,1,,0,0,1,5,1,1,5,4,4,3,3,1,,1
1018,1,1,1,2,0,0,0,0,4,4,2,4,4,4,1,3,1,2,1
1020,0,0,1,1,0,0,0,0,5,1,2,5,1,1,4,2,1,1,2
1021,0,0,1,1,0,0,0,1,1,1,1,2,1,2,4,,0,,2
1023,0,0,1,1,1,0,0,0,4,1,1,5,2,1,2,3,0,2,1
1024,0,1,0,2,,0,0,0,3,1,1,3,1,1,4,3,0,,
1027,0,1,2,1,1,0,0,0,5,2,2,5,2,1,3,3,0,2,1
1028,0,0,0,1,1,0,0,0,4,2,2,2,2,1,0,1,0,1,1
1029,0,0,0,1,0,0,0,1,1,1,4,1,1,4,0,2,0,1,1
1033,0,0,1,1,1,0,0,0,3,2,2,2,1,1,0,3,1,1,1
1035,0,0,2,1,0,0,0,0,2,2,5,1,1,4,0,2,1,1,2
1036,0,0,1,2,1,0,0,0,4,1,1,5,1,1,3,3,1,2,1
1037,0,0,1,1,0,0,0,0,3,2,2,4,2,2,0,1,1,1,1
1039,1,1,2,2,1,0,0,0,4,4,2,4,4,1,1,3,1,2,1
1040,0,0,2,0,1,0,0,1,4,4,4,4,4,4,0,2,0,2,1
1043,0,0,0,2,1,0,0,0,2,2,2,1,1,2,0,3,0,1,1
1047,0,1,0,2,0,0,0,0,4,4,1,4,2,1,0,3,0,2,1
1049,0,0,1,1,0,0,0,0,4,1,1,4,1,1,4,0,1,1,2
1050,1,1,1,1,0,0,0,1,4,2,2,4,2,2,4,2,0,1,2
1051,0,0,1,0,0,0,0,0,4,1,1,2,1,1,1,,0,,2
1052,1,1,3,1,1,0,0,1,5,4,4,5,5,2,4,2,1,1,2
1053,0,0,2,1,1,0,0,1,4,2,2,2,1,2,0,2,1,1,0
1054,1,1,2,1,1,0,0,0,5,4,5,5,4,1,0,3,1,2,2
1055,0,0,3,1,1,0,0,0,4,2,1,4,2,1,1,1,0,2,1
1059,0,1,2,1,1,0,0,0,4,4,2,4,4,1,1,2,1,1,1
1061,0,1,2,1,0,0,0,0,4,2,2,4,2,2,4,2,1,1,2
1062,1,1,1,1,1,0,0,0,5,5,4,5,5,4,2,1,1,2,1
1064,0,1,3,1,1,0,1,0,4,4,4,4,2,4,1,1,1,1,1
1066,0,0,2,2,1,0,0,1,4,4,2,4,4,2,2,3,1,2,1
1067,0,1,1,2,1,0,0,,4,2,1,4,4,2,4,1,0,1,2
1069,1,1,2,1,1,0,1,1,5,4,1,5,5,1,0,1,1,1,1
1070,0,1,2,1,1,0,1,0,4,4,2,5,4,1,1,1,1,,1
